nome,unidade negocios,cpf_cnpj,marcas,instagram,uf,cidade,regiao,telefone/email,pote de ouro,numero pedido,estagio funil
Latitude,LBM,,"Lança perfume, Colcci, Myft",https://www.instagram.com/latitudecentro/,GO - Goiás,Rio Verde,Centro-Oeste,64981360187,Sim,,Negado
Ana modas,LBM,,Lança perfume,https://www.instagram.com/ana.modaslimoeiro/,PE - Pernambuco,Limoeiro,Nordeste,81997020751,Sim,,Negado
Estilo Fitness,LBM,,,https://www.instagram.com/estilofitness.cintia/,MG - Minas Gerais,Passos,Sudeste,3588651101,Sim,,Negado
Divina Maria / Divino João,LBM/LM,,"Lança perfume, Myft, Dimy, Reserva, Acostamento, Ogochi",https://www.instagram.com/divinamariadivinojoao/?hl=pt,SC - Santa Catarina,Lages,Sul,49998314328,Sim,,Negado
Loja Cazual,LBM,,"Lança perfume, Morena Rosa, Dudalina",https://www.instagram.com/loja_cazual/,RS - Rio Grande do Sul,Sao Lourenco do Sul,Sul,53991356460,Sim,,Negado
Mirelle Modas,LBM,,"Lança perfume, Colcci, Myft, BanaBana",https://www.instagram.com/mirellemodas_/,SC - Santa Catarina,Santa Rosa do Sul,Sul,48988342661,Sim,,Negado
Cris Fashion Multimarcas,LBM/LM,,"Lança perfume, Colcci, Animale, Dress To, Ogochi, Melissa",https://www.instagram.com/crisfashionmultimarcas/,ES - Espírito Santo,Alfredo Chaves,Sudeste,27999777050,Sim,,Negado
Kreta Multimarcas,LM,,"Colcci, Calvin Klein, Lupo, Forum",https://www.instagram.com/kretamultimarcas/,MG - Minas Gerais,Alfenas,Sudeste,35991390840,Sim,,Negado
Visual Modas,LBM/LM,,"Colcci, Acostamento, Farm",https://www.instagram.com/visualmodas_f/,MG - Minas Gerais,Conceicao das Alagoas,Sudeste,34999631054,Sim,-,Negado
Scandalo Modas,LBM/LM,,"Colcci, Schutz, Patogê, Anacapri",https://www.instagram.com/scandalo_modas_/,MG - Minas Gerais,Betim,Sudeste,31992833907,Sim,,Negado
Lesco modas,LBM/LM,,"Colcci, Farm",https://www.instagram.com/lescolescomodas/,RJ - Rio de Janeiro,Pirai,Sudeste,24999646093,Sim,,Negado
Boutique Ousadia,LBM/LM,,"Lança perfume, Colcci, Acostamento, Forum, Lez a Lez",https://www.instagram.com/boutique_ousadia/,MG - Minas Gerais,Carangola,Sudeste,32999400835,Sim,,Negado
Espaço Camila Castro,LBM/LM,,"Lança perfume, Acostamento, Lacoste, Nautica",https://www.instagram.com/espacocamilacastro/,MG - Minas Gerais,Barbacena,Sudeste,32999068301,Sim,,Negado
Hangar Boutique,LBM,,"Farm, Animale, Skazi, Shoulder",https://www.instagram.com/hangarboutique/,MG - Minas Gerais,Unai,Sudeste,38998629955,Sim,,Negado
Dondocas,LBM,,"Maria Gueixa, Triton, Colcci, Coca Cola",https://www.instagram.com/dondocasbahia/,BA - Bahia,Barreiras,Nordeste,77998721930,Sim,,Negado
LM Closet,LBM/LM,,"Colcci, Open, Farm, Dress To",https://www.instagram.com/loysmendoncacloset/,BA - Bahia,Capim Grosso,Nordeste,74991913712,Sim,,Negado
MJovem,LBM/LM,,"Morena Rosa, Lança perfume, Reserva, Tommy",https://www.instagram.com/magazinejovem/,BA - Bahia,Itamaraju,Nordeste,73999180662,Sim,,Negado
Patyle Multimarcas,LBM/LM,,"Farm, John John, Cantão, Adidas",https://www.instagram.com/bypatyle/,SP - São Paulo,Bebedouro,Sudeste,17991798262,Sim,,Negado
Carlos Kiister,LBM/LM,,"Farm, Colcci, Calvin Klein, Schutz, Arezzo, Shoulder",https://www.instagram.com/carloskiister.store/,PR - Paraná,Guaira,Sul,44984394030,Sim,,Negado
Duéllen By Valencia,LBM/LM,,"Calvin Klein, Farm, Flor de Lis, Dress To, Dimy, Levis",https://www.instagram.com/duellenbyvalencia/,PR - Paraná,Ivaipora,Sul,43999346337,Sim,,Negado
Grasi Picolli,LBM,,"Lança perfume, Myft, Amarante",https://www.instagram.com/grasipicollishop/,MT - Mato Grosso,Cuiaba,Centro-Oeste,65993571882,Sim,,Negado
Kass Multimarcas,LBM,,"Lança perfume, Dimy, Forum, Myft",https://www.instagram.com/kassmultimarcas/,MS - Mato Grosso do Sul,Dourados,Centro-Oeste,67992496044,Sim,,Negado
KR Homem,LM,,"Tommy, Reserva, Colcci, Ogochi, Aramis, Levis, Forum, Lupo",https://www.instagram.com/kr.homem/,MT - Mato Grosso,Caceres,Centro-Oeste,65996297786,Sim,,Negado
Bruna Monteiro Brand,LBM,,,https://www.instagram.com/brunamonteirobrand/,MT - Mato Grosso,Cuiaba,Centro-Oeste,65993381546,Sim,,Negado
Tulipa Ferrari,LBM,,"Lança perfume, Dress To, Lez a Lez, AnaCapri, Damyller",https://www.instagram.com/tulipaferrari/,MS - Mato Grosso do Sul,Miranda,Centro-Oeste,67996068213,Sim,,Negado
Chick’s Multimarcas,LBM/LM,,"John John, Animale, Tommy, Morena Rosa",https://www.instagram.com/chicks_multimarcas/,MT - Mato Grosso,Mirassol Doeste,Centro-Oeste,65998082163,Sim,,Negado
Dimitri Men,LM,,"Colcci, calvin Klein, Tommy",https://www.instagram.com/lojadimitrimen/,RS - Rio Grande do Sul,Novo Hamburgo,Sul,51991614613,Sim,,Negado
Visual Store,LBM/LM,,"Morena Rosa, Acostamento, Hope, Bana Bana",https://www.instagram.com/_visualstore_/,RS - Rio Grande do Sul,Santo Augusto,Sul,55997115013,Sim,,Negado
Loja 100 Limites,LBM/LM,,"Colcci, Farm, Schutz, Levis, Converse, New Balance",https://www.instagram.com/loja100limites/,RS - Rio Grande do Sul,Gravatai,Sul,51997657494,Sim,,Negado
Holly Store,LBM/LM,,"Lança perfume, John John, Calvin Klein, Mercatto",https://www.instagram.com/hollystore.lajeado/,RS - Rio Grande do Sul,Lajeado,Sul,51992155334,Sim,,Negado
Alecrim Dourado Boutique,LBM/LM,,"Lança perfume, Colcci, Schutz, Morena Rosa, Reserva, Farm",https://www.instagram.com/alecrimdouradochic/,GO - Goiás,Santo Antonio do Descoberto,Centro-Oeste,61996603812,Sim,,Negado
Vicius Modas,LBM,,"Lança perfume, BanaBana, Triton, Parô",https://www.instagram.com/viciusmodas/,RS - Rio Grande do Sul,Montenegro,Sul,51997694405,Sim,,Negado
Loja Pintaqui Evidenzia,LBM,,"Lança perfume, Morena Rosa, Schutz",https://www.instagram.com/pintaqui_evidenzia/,RS - Rio Grande do Sul,Carlos Barbosa,Sul,54981122466,Sim,,Negado
Suzane's Multimarcas,LBM/LM,,"Lança perfume, Lacoste, Ellus, Colcci, Amarante, Melissa",https://www.instagram.com/suzanesmultimarcas/,SE - Sergipe,Nossa Senhora da Gloria,Nordeste,79996791307,Sim,,Negado
Conceito Boutique,LBM,,"Farm, Maria Filó. Animale, Levis",https://www.instagram.com/conceito_boutique/,SC - Santa Catarina,Blumenau,Sul,47999265769,Sim,,Negado
Davinty,LBM,,"Colcci, Morena Rosa, Schutz, Arezzo, Lez a Lez, Dimy",https://www.instagram.com/lojadavinty/,RS - Rio Grande do Sul,Guaiba,Sul,51996565150,Sim,,Negado
Toque de Mágica,LBM,,"Bubu, Santa Lolla, Maryland",https://www.instagram.com/toque_magica/,SP - São Paulo,Sao Paulo,Sudeste,11971499569,Sim,,Negado
LP Multimarcas,LBM,,"Lança perfume, My Place",https://www.instagram.com/lojalpmultimarcas/,PR - Paraná,Quedas do Iguacu,Sul,46988117769,Sim,,Negado
Glevi's Express,LBM,,"Colcci, Sommer, Lez a Lez, Acostamento",https://www.instagram.com/glevisexpresspvai/,PR - Paraná,Paranavai,Sul,4434223230,Sim,,Negado
Brazuka Store,LBM/LM,,"Calvin Klein, Aero, Sommer, Forum, Acostamento",https://www.instagram.com/brazukaurbanstore/,PR - Paraná,Cascavel,Sul,45999646442,Sim,,Negado
Estação Store,LBM,,"Colcci, Farm",https://www.instagram.com/estacaostore/,PR - Paraná,Santa Terezinha de Itaipu,Sul,4598255329,Sim,,Negado
Estação Store,LBM,,"Colcci, Farm",https://www.instagram.com/estacaostore/,PR - Paraná,Santa Terezinha de Itaipu,Sul,4598255329,Sim,,Negado
Estação Store,LBM,,"Colcci, Farm",https://www.instagram.com/estacaostore/,PR - Paraná,Santa Terezinha de Itaipu,Sul,4598255329,Sim,,Negado
Loja Carmel,LBM/LM,,"Colcci, Sommer, Reserva, Damyller",https://www.instagram.com/lojacarmel/,PR - Paraná,Barracao,Sul,49991870206,Sim,,Negado
Zeal Multimarcas,LBM/LM,,"Colcci, New Balance",https://www.instagram.com/zealmadureira/,RJ - Rio de Janeiro,Madureira,Sudeste,2124881361,Sim,,Negado
Due Store,LBM/LM,,"Lança perfume, Osklen, Lacoste",https://www.instagram.com/duestore/,CE - Ceará,Fortaleza,Nordeste,85999770078,Sim,,Negado
Vera Santê Boutique,LBM,,Lança perfume,https://www.instagram.com/vera.sante/,SP - São Paulo,Taubate,Sudeste,12991154402,Sim,,Negado
Divina Store,LBM/LM,,"Colcci, Calvin Klein, Lez a Lez",https://www.instagram.com/divinaa_store/,SE - Sergipe,Carira,Nordeste,79998234189,Sim,,Negado
Tok Modas,LM,,"Acostamento, Maresia, Polo, Paco",https://www.instagram.com/tokmodas/,SE - Sergipe,Umbauba,Nordeste,79998366620,Sim,,Negado
Srta Lopez Brand Store,LBM,,"Dimy, Desnude, Us Two",https://www.instagram.com/srtalopezoficial/,SE - Sergipe,Aracaju,Nordeste,79991235345,Sim,,Negado
Kwi Concept Store,LBM/LM,,"John John, Farm, Osklen, Dress To",https://www.instagram.com/kwi_oficial/,SP - São Paulo,Sao Paulo,Sudeste,11943690475,Sim,,Negado
Loja Impakto,LBM/LM,,"Lança perfume, Santa Lolla, Oceano, Levis",https://www.instagram.com/loja_impakto/,PR - Paraná,Corbelia,Sul,4599813303,Sim,,Negado
Tulipa Ferrari,LBM,,"Lança perfume, Dress To, Lez a Lez, AnaCapri, Damyller",https://www.instagram.com/tulipaferrari/,MS - Mato Grosso do Sul,Miranda,Centro-Oeste,67996068213,Sim,,Negado
Xeque Mate Multimarcas,LBM/LM,,"Lança perfume, Acostamento, Farm",https://www.instagram.com/xequematemultimarcas_/,SE - Sergipe,Tobias Barreto,Nordeste,79998578487,Sim,,Negado
Ediney Modas,LBM/LM,,"Colcci, Cavalera",https://www.instagram.com/edineymodas/,AL - Alagoas,Delmiro,Nordeste,82998033553,Sim,,Negado
Boutique Express,LBM/LM,,"Lança perfume, Schutz",https://www.instagram.com/boutiqueexpresss/,RJ - Rio de Janeiro,Campo grande,Sudeste,21967039887,Sim,,Negado
Charm Boutique,LBM,,"Myft, Lez a Lez, Melissa",https://www.instagram.com/charmboutiq/,PA - Pará,Rondon do Para,Norte,9491535530,Sim,,Negado
Cris Modas,LBM,,"Lança perfume, Myft",https://www.instagram.com/crismodasbyfrogs_/,SP - São Paulo,Sao Bernardo do Campo,Sudeste,1141734610,Sim,,Negado
Imperium Store,LM,,"Buh, John John, The Hope",https://www.instagram.com/imperium_storee/,SP - São Paulo,Campinas,Sudeste,19995058518,Sim,,Negado
Lua Nova,LBM,,Lança perfume,https://www.instagram.com/lojaluanova/,CE - Ceará,Juazeiro do Norte,Nordeste,88999068823,Sim,,Negado
A Brenda,LBM/LM,,"Lança perfume, Colcci, Farm",https://www.instagram.com/abrenda_oficial/,AL - Alagoas,Delmiro Gouveia,Nordeste,8296174412,Sim,,Negado
Duchesse Alphaville,LBM,,"Lança perfume, De Chelles",https://www.instagram.com/duchessealphaville/,SP - São Paulo,Barueri,Sudeste,11964974303,Sim,,Negado
Tuka Concept,LBM,,"Farm, Schutz, Cantão, Melissa",https://www.instagram.com/tukaconcept/,SP - São Paulo,Cerquilho,Sudeste,1533844808,Sim,,Negado
Yes Homem,LM,,"Osklen, Tommy, Rserva, Calvin Klein, Diesel, Ellus",https://www.instagram.com/yeshomembtu/,SP - São Paulo,Botucatu,Sudeste,14998564759,Sim,,Negado
Get It Multimarcas,LBM/LM,,"Colcci, Ellus, Forum, Carmim",https://www.instagram.com/getitmultimarcas/,SP - São Paulo,Sao Bernardo do Campo,Sudeste,11997461932,Sim,,Negado
Favorita,LBM,,"Animale, John John, Dress To, Cantão, Damyller",https://www.instagram.com/favoritajua/,CE - Ceará,Juazeiro do Norte,Nordeste,74991131827,Sim,,Negado
Lór Modas,LBM,,"Lança perfume, Acostamento, Dudalina",https://www.instagram.com/lor.modas/,SP - São Paulo,Mogi das Cruzes,Sudeste,11933100344,Sim,,Negado
Espaço Vivere,LBM/LM,,"Lança perfume, Acostamento, Schutz",https://www.instagram.com/espacovivere/,PR - Paraná,Curitiba,Sul,41996020138,Sim,,Negado
Via Férrea,LBM/LM,,"Farm, Osklen, John John, Oh Boy",https://www.instagram.com/viaferrea/,BA - Bahia,Vitoria da Conquista,Nordeste,77981628586,Sim,,Negado
Safira Company,LBM/LM,,"Lança perfume, Acostamento",https://www.instagram.com/safiramodapraiacompany/,SE - Sergipe,Aracaju,Nordeste,79988516164,Sim,,Negado
Luna Store,LBM,,"Colcci, Dimy",https://www.instagram.com/lu.nasthore/,SE - Sergipe,Monte Alegre de Sergipe,Nordeste,79998602212,Sim,,Negado
Laine Concept,LBM/LM,,"Acostamento, Lez a Lez, BanaBana, Nico Boco",https://www.instagram.com/laineconcept/,AL - Alagoas,Sao Sebastiao,Nordeste,,Sim,,Negado
Soho Store,LBM,,"Colcci, Animale",https://www.instagram.com/sohostorebatel/,PR - Paraná,Curitiba,Sul,41995083639,Sim,,Negado
Marzuk Moda,LBM,,"Lança perfume, GataBakana, Charry",https://www.instagram.com/marzukmultimarcasiuna/,ES - Espírito Santo,Iuna,Sudeste,28999270507,Sim,,Negado
Bragatto,LBM,,"Lança perfume, Arezzo, Ferrucci",https://www.instagram.com/bragattomodafeminina/,ES - Espírito Santo,Afonso Claudio,Sudeste,27996666590,Sim,,Negado
Let's Go Fitness,LBM/LM,,Let's Gym,https://www.instagram.com/letsgofoficial/,MG - Minas Gerais,Passos,Centro-Oeste,35997643383,Sim,,Negado
Ousadia Moda Urbana,LBM/LM,,"Colcci, Tommy",https://www.instagram.com/ousadiamodaurbana/,MT - Mato Grosso,Barra do Garcas,Centro-Oeste,66984371221,Sim,,Negado
Lamour Boutique,LBM,,-,https://www.instagram.com/lamourboutique.vivianrocha/,RS - Rio Grande do Sul,Porto Alegre,Sul,51985716345,Sim,,Negado
Brands multimarcas,LBM/LM,,"Colcci, Adidas",www.instagram.com/king.closett/,RJ - Rio de Janeiro,Bangu,Sudeste,21984634094,Sim,,Negado
Boutique Interrogação,LBM/LM,,"Cocci, Hering, Melissa",https://www.instagram.com/boutique_interrogacao/,RJ - Rio de Janeiro,Cambuci,Sudeste,22998199090,Sim,,Negado
Boutique Zem,LBM,,"Colcci, Arezzo",https://www.instagram.com/zemboutique/,RJ - Rio de Janeiro,Cordeiro,Sudeste,22981080832,Sim,,Negado
Kanay Multimarcas,LBM/LM,,"Lança perfume, Colcci",https://www.instagram.com/kanaymultimarcas/,RJ - Rio de Janeiro,Nova Iguacu,Sudeste,21999968161,Sim,,Negado
Loja Zirconia,LBM,,"Lança perfume, Colcci",https://www.instagram.com/lojazirconia/,RJ - Rio de Janeiro,Itaborai,Sudeste,21971129951,Sim,,Negado
Virgens e Vilões,LBM/LM,,"Reserva, Adidas, Fila",https://www.instagram.com/virgens_e_viloes/,RJ - Rio de Janeiro,Macae,Sudeste,22997784777,Sim,,Negado
Splash,LBM,,"Colcci, Farm",https://www.instagram.com/splashcarmo/,RJ - Rio de Janeiro,Carmo,Sudeste,22992018038,Sim,,Negado
Marias Ejje Store,LBM,,"Farm, Adidas, Schutz",https://www.instagram.com/mariasejje.store/,RJ - Rio de Janeiro,Teresopolis,Sudeste,21990470109,Sim,,Negado
Manhattan for Men,LM,,"Colcci, Reserva",https://www.instagram.com/usemanhattanformen/,RJ - Rio de Janeiro,Rio das Ostras,Sudeste,22981598611,Sim,,Negado
Tigresa Clothing store,LBM,,"Colcci, Maria Filó",https://www.instagram.com/tigresaclothingstore/,RJ - Rio de Janeiro,Itaperuna,Sudeste,22997295791,Sim,,Negado
Vaf Boutique,LBM/LM,,"Colcci, Farm",https://www.instagram.com/vafboutique/,RJ - Rio de Janeiro,Angra dos Reis,Sudeste,2433656747,Sim,,Negado
Decolle Multimarcas,LBM/LM,,"Colcci, Animale",https://www.instagram.com/decollemultimarcas/,RJ - Rio de Janeiro,Bacaxa,Sudeste,22981094820,Sim,,Negado
Boutique Emporio,LBM/LM,,Animale,https://www.instagram.com/boutiqueemporio/,RJ - Rio de Janeiro,Santo Antonio de Padua,Sudeste,22988493617,Sim,,Negado
Ecletica marcas,LBM/LM,,"Colcci, Dimy",https://www.instagram.com/ecletica_marcas/,RJ - Rio de Janeiro,Arraial do cabo,Sudeste,22999104727,Sim,,Negado
DNA Multimarcas,LBM/LM,,"Colcci, Reserva",https://www.instagram.com/usednacarioca/,RJ - Rio de Janeiro,Valenca,Sudeste,24988691712,Sim,,Negado
Mix brasil multimarcas,LBM,,"Animale, Morena rosa",https://www.instagram.com/mixbrasilmultimarcas/,RJ - Rio de Janeiro,Resende,Sudeste,24998140586,Sim,,Negado
Revele Boutique,LBM,,Animale,https://www.instagram.com/reveleboutique/,RJ - Rio de Janeiro,Bacaxa,Sudeste,22998888355,Sim,,Negado
Venus Boutique Multimarcas,LBM,,"Colcci, Live",https://www.instagram.com/venusboutiquemultibrand/,RJ - Rio de Janeiro,Barra da Tijuca,Sudeste,21997989696,Sim,,Negado
Espaço da moda Cordeiro,LBM,,"Santa Lolla, Flor de Lis",https://www.instagram.com/espacodamodacordeiro/,RJ - Rio de Janeiro,Cordeiro,Sudeste,22981015055,Sim,,Negado
Rienzo,LM,,"Colcci, Acostamento, Forum",https://www.instagram.com/rienzomodamasculina/,SP - São Paulo,Birigui,Sudeste,1836440621,Sim,,Negado
Vantex,LBM/LM,,"Lança perfume, Colcci, Adidas, Nike, Hering",https://www.instagram.com/vantex_loja/,SP - São Paulo,Santa Barbara do Oeste,Sudeste,1934584412,Sim,,Negado
Plenitude Boutique,LBM/LM,,"Lança perfume, Colcci, Acostamento",https://www.instagram.com/plenitudeboutique/,SE - Sergipe,Cristinapolis,Nordeste,79999836486,Sim,,Negado
Closet Donna Luhh,LBM,,Colcci,https://www.instagram.com/closetdonnaluhh/,PE - Pernambuco,Sao Caitano,Nordeste,81982450333,Sim,,Negado
Loja Capricho,LBM/LM,,"Colcci, Dimy, Sommer, Aramis",https://www.instagram.com/caprichoofstore/,BA - Bahia,Wanderley,Nordeste,77999116444,Sim,,Negado
Toka da moda,LBM/LM,,"Lança perfume, Colcci, Morena Rosa",https://www.instagram.com/toka_da_moda/,BA - Bahia,Senhor do Bonfim,Nordeste,74999339514,Sim,,Negado
Donasantina,LBM/LM,,"Calvin Klein, Animale",https://www.instagram.com/donasantinamodas/,PE - Pernambuco,Exu,Nordeste,87999055858,Sim,,Negado
Evidence,LBM/LM,,"Farm, Lança perfume, Open, Forum",https://www.instagram.com/evidencersl/,SC - Santa Catarina,Rio do Sul,Sul,41996741286,Sim,,Negado
La Vie,LBM,,"Lança perfume, Myft",https://www.instagram.com/lavievestuario/,PR - Paraná,Mandirituba,Sul,41999744393,Sim,,Negado
Fashion boutique,LBM/LM,,"Colcci, Forum",https://www.instagram.com/fashionboutique_concept/,MA - Maranhã,Acailandia,Nordeste,99991068585,Sim,,Negado
Tédde Mulher,LBM,,"Lança perfume, John John, Oh Boy, Dzarm, My Place",https://www.instagram.com/lojatedde/,SP - São Paulo,Marilia,Sudeste,14996005454,Sim,,Negado
Via Belle,LBM/LM,,"Colcci, Forum, Ellus",https://www.instagram.com/via_belle/,SP - São Paulo,Porto Ferreira ,Sudeste,19997568080,Sim,,Negado
Loja Trilhagem,LBM/LM,,"Calvin Klein, Animale, John John, Aramis, Diesel, Cantão",https://www.instagram.com/trilhagempalmas/,PR - Paraná,Palmas,Sul,46999011400,Sim,,Negado
Michely modas,LBM/LM,,"Lança perfume, Colcci, Acostamento, Forum",https://www.instagram.com/michelly_modas/,AL - Alagoas,Girau do Ponciano,Nordeste,82996571800,Sim,,Negado
Lizien Gelcie,LBM,,"Lança perfume, Schutz, Colcci, Morena Rosa, Open",https://www.instagram.com/liziengelcie.oficial/?hl=pt-br,SP - São Paulo,Jundiai,Sudeste,11981811774,Sim,,Negado
Atmosphera Concept,LBM,,"Farm, Animale, Oh Boy, Open, Maria Filó",https://www.instagram.com/atmospheraoficial/,SP - São Paulo,Piracicaba,Sudeste,1934341321,Sim,,Negado
BA For Men,LM,,"Reserva, Osklen, Tommy, Beagle, Aero",https://www.instagram.com/boutiquearomeforman/,MT - Mato Grosso,Alta Floresta,Centro-Oeste,66996057869,Sim,,Negado
Boutique Fit,LBM,,"Hipkini, Let's Gym",https://www.instagram.com/boutiquefit_98/,PR - Paraná,Cascavel,Sul,4598054182,Sim,,Negado
GC Conceito,LM,,"Osklen, Levis, Colcci, Calvin Klein",https://www.instagram.com/gc.conceito22/,SP - São Paulo,Americana,Sudeste,19993875623,Sim,,Negado
Josy boutique,LBM/LM,,Colcci,https://www.instagram.com/josyboutique/,AL - Alagoas,Santana do Ipanema,Nordeste,1934136031,Sim,,Negado
La Bella Homem e Mulher,LBM/LM,,"Acostamento, Cavalera, Beagle, Dzarm, Coca Cola",https://www.instagram.com/labellaurussanga/,SC - Santa Catarina,Urussanga,Sul,48988451827,Sim,,Negado
Tai Tai Trends Store,LBM/LM,,"Farm, Reserva, Schutz, Osklen, Lacoste, Open, Animale",https://www.instagram.com/taitaibombinhas/,SC - Santa Catarina,Bombinhas,Sul,47999447938,Sim,,Negado
Lara Flor,LBM,,"Lança perfume, Farm, Animale, Myft",https://www.instagram.com/laraflor/,SC - Santa Catarina,Itajai,Sul,47988292803,Sim,,Negado
Loja de Carli,LBM,,"Anselmi, Hurley, New Era, Biamar",https://www.instagram.com/lojadecarli/,RS - Rio Grande do Sul,Sao Jose do Norte,Sul,53999407397,Sim,,Praça Dividida
Invicto's MT Store,LBM,,,https://www.instagram.com/invictosmt_store/,RS - Rio Grande do Sul,Portao,Sul,51995605836,Sim,,Praça Dividida
Viva Store Fitness,LBM/LM,,"Live, Lupo",https://www.instagram.com/vivafitstore/,SC - Santa Catarina,Ponte Serrada,Sul,49999103162,Sim,,Praça Dividida
Best SAM,LBM/LM,,"Lança perfume, Myft, Damyller, Cavalera",https://www.instagram.com/bestsantoantonio/,RS - Rio Grande do Sul,Santo Antonio das Missoes,Sul,55999295646,Sim,,Praça Dividida
Neta Modas,LBM/LM,,"Colcci, Ellus",https://www.instagram.com/netamodas/,PI - Piauí,Barro Duro,Nordeste,8699013579,Sim,,Praça Dividida
Exclusiva Boutique Contagem,LBM,,"Lança perfume, Patogê",https://www.instagram.com/loja_exclusivaa/,MG - Minas Gerais,Contagem,Sudeste,31993292311,Sim,,Praça Dividida
Tropycal bom jardim,LBM,,"Cocci, Arezzo",https://www.instagram.com/tropycalboutique/,RJ - Rio de Janeiro,Bom jardim,Sudeste,22996217590,Sim,,Praça Dividida
Origem da Moda,LBM/LM,,Colcci,https://www.instagram.com/origemdamoda/,RJ - Rio de Janeiro,Paraty,Sudeste,24998796551,Sim,,Praça Dividida
Kanay Multimarcas,LBM/LM,,"Lança perfume, Colcci",https://www.instagram.com/kanaymultimarcas/,RJ - Rio de Janeiro,Nova Iguacu,Sudeste,21999968161,Sim,,Praça Dividida
In Vogue,LBM,,"Lança perfume, Colcci",https://www.instagram.com/invogueoficial/,RJ - Rio de Janeiro,Niteroi,Sudeste,21991348532,Sim,,Praça Dividida
Manhattan Boutique,LBM,,"Colcci, Melissa, Farm",https://www.instagram.com/usemanhattan/,RJ - Rio de Janeiro,Rio das Ostras,Sudeste,22992163391,Sim,,Praça Dividida
Arcoiris Multimarcas,LBM/LM,,Colcci,https://www.instagram.com/arcoiris.multimarcas/,RJ - Rio de Janeiro,Turvolandia,Sudeste,35997130005,Sim,,Praça Dividida
Boutique Express,LBM/LM,,"Lança perfume, Schutz",https://www.instagram.com/boutiqueexpresss/,RJ - Rio de Janeiro,Campo grande,Sudeste,21967039887,Sim,,Praça Dividida
Melt boutique,LBM/LM,,"Dimy, Cantão",https://www.instagram.com/melt_boutique/,RJ - Rio de Janeiro,Barra mansa,Sudeste,24992122601,Sim,,Praça Dividida
